Fecha,Región,Producto,Categoría,Laboratorio,Canal,Vendedor,Unidades,PrecioUnitario,Ventas,Inventario
2025-05-17,Barranquilla,Loratadina Pfizer,Antibiótico,Sandoz,Hospital,Laura López,6,10501.19,63007.14,144
2025-05-17,Cali,Loratadina Pfizer,Antigripal,MK,Clínica,Luis Martínez,9,3584.85,32263.649999999998,382
2025-05-17,Manizales,Azitromicina MK,Analgésico,MK,Clínica,Laura López,1,8035.93,8035.93,367
2025-05-17,Bucaramanga,Amoxicilina Sandoz,Analgésico,Pfizer,Distribuidor,Luis Martínez,4,16036.01,64144.04,276
2025-05-17,Bogotá,Azitromicina MK,Analgésico,Genfar,Hospital,Paula Díaz,6,10120.13,60720.78,391
2025-05-17,Barranquilla,Doloran Forte,Antiinflamatorio,Genfar,Hospital,Jorge Ruiz,8,17830.95,142647.6,128
2025-05-17,Cali,Ibuprofeno Genfar,Antiinflamatorio,Pfizer,Clínica,Laura López,5,14478.4,72392.0,92
2025-05-17,Bucaramanga,Vitamina C MK,Antibiótico,Pfizer,Clínica,Jorge Ruiz,16,22855.25,365684.0,401
2025-05-17,Medellín,Amoxicilina Sandoz,Antibiótico,MK,Farmacia,Laura López,11,23672.65,260399.15000000002,313
2025-05-17,Bucaramanga,Diclofenaco Pfizer,Analgésico,Genfar,Farmacia,Juan Méndez,2,23478.26,46956.52,369
2025-05-17,Cali,Loratadina Pfizer,Vitaminas,Sandoz,Hospital,Juan Méndez,19,11627.75,220927.25,268
2025-05-17,Bogotá,Ibuprofeno Genfar,Analgésico,Pfizer,Farmacia,Juan Méndez,12,9357.38,112288.56,154
2025-05-17,Cartagena,Loratadina Pfizer,Antiinflamatorio,MK,Distribuidor,Ana Gómez,13,15192.04,197496.52000000002,475
2025-05-17,Barranquilla,Acetaminofén MK,Antibiótico,Pfizer,Clínica,Carlos Pérez,13,14980.02,194740.26,54
2025-05-17,Bucaramanga,Vitamina C MK,Antiinflamatorio,Genfar,Farmacia,Juan Méndez,1,19759.56,19759.56,156
2025-05-17,Cartagena,Azitromicina MK,Antibiótico,Pfizer,Hospital,Paula Díaz,0,1529.28,0.0,430
2025-05-17,Bogotá,Gripadol,Antiinflamatorio,Sandoz,Distribuidor,Camila Castro,2,8124.47,16248.94,87
2025-05-17,Bogotá,Acetaminofén MK,Antibiótico,MK,Hospital,David Torres,8,16071.21,128569.68,240
2025-05-17,Cartagena,Omeprazol Genfar,Analgésico,Sandoz,Farmacia,Jorge Ruiz,3,5273.49,15820.47,139
2025-05-17,Barranquilla,Acetaminofén MK,Antibiótico,Pfizer,Distribuidor,Carlos Pérez,4,22780.58,91122.32,72
2025-05-17,Barranquilla,Gripadol,Vitaminas,Sandoz,Hospital,Laura López,10,1759.83,17598.3,124
2025-05-17,Medellín,Loratadina Pfizer,Antiinflamatorio,Pfizer,Clínica,Paula Díaz,0,23981.7,0.0,297
2025-05-17,Medellín,Amoxicilina Sandoz,Analgésico,Genfar,Distribuidor,Sofía Ríos,3,22961.25,68883.75,369
2025-05-17,Bucaramanga,Ibuprofeno Genfar,Antigripal,MK,Distribuidor,Camila Castro,7,11249.84,78748.88,386
2025-05-17,Cali,Amoxicilina Sandoz,Antiinflamatorio,MK,Farmacia,Carlos Pérez,4,3092.02,12368.08,310
2025-05-17,Medellín,Ibuprofeno Genfar,Antigripal,Pfizer,Clínica,Jorge Ruiz,11,8676.21,95438.31,112
2025-05-17,Bucaramanga,Doloran Forte,Antigripal,Pfizer,Distribuidor,Laura López,5,9049.62,45248.100000000006,199
2025-05-17,Barranquilla,Loratadina Pfizer,Antibiótico,MK,Clínica,Laura López,6,7336.31,44017.86,262
2025-05-17,Cali,Amoxicilina Sandoz,Antibiótico,Genfar,Hospital,Laura López,8,7114.93,56919.44,356
2025-05-17,Manizales,Omeprazol Genfar,Antiinflamatorio,MK,Hospital,Sofía Ríos,11,16331.8,179649.8,98
2025-05-17,Bogotá,Omeprazol Genfar,Antibiótico,Sandoz,Farmacia,Ana Gómez,2,19414.91,38829.82,289
2025-05-17,Medellín,Gripadol,Vitaminas,MK,Farmacia,Sofía Ríos,9,4886.48,43978.31999999999,443
2025-05-17,Bogotá,Diclofenaco Pfizer,Antibiótico,Pfizer,Distribuidor,Juan Méndez,7,20465.87,143261.09,80
2025-05-17,Bogotá,Acetaminofén MK,Antiinflamatorio,Genfar,Hospital,Carlos Pérez,4,18824.68,75298.72,356
2025-05-17,Cali,Vitamina C MK,Antiinflamatorio,Pfizer,Farmacia,Carlos Pérez,9,3276.29,29486.61,166
2025-05-17,Cartagena,Amoxicilina Sandoz,Vitaminas,Sandoz,Farmacia,David Torres,10,9291.45,92914.5,355
2025-05-17,Medellín,Azitromicina MK,Antibiótico,MK,Distribuidor,David Torres,2,3504.01,7008.02,129
2025-05-17,Manizales,Azitromicina MK,Antigripal,MK,Clínica,Paula Díaz,0,13539.21,0.0,480
2025-05-17,Barranquilla,Loratadina Pfizer,Antigripal,Genfar,Distribuidor,David Torres,6,13199.83,79198.98,470
2025-05-17,Cartagena,Diclofenaco Pfizer,Vitaminas,Pfizer,Hospital,Sofía Ríos,6,14448.06,86688.36,144
2025-05-17,Barranquilla,Acetaminofén MK,Analgésico,Pfizer,Farmacia,Sofía Ríos,10,22183.69,221836.9,289
2025-05-17,Cartagena,Azitromicina MK,Vitaminas,Pfizer,Clínica,Laura López,2,7310.92,14621.84,208
2025-05-17,Medellín,Diclofenaco Pfizer,Antiinflamatorio,MK,Farmacia,Carlos Pérez,13,10090.08,131171.04,201
2025-05-17,Medellín,Doloran Forte,Antiinflamatorio,Sandoz,Distribuidor,Paula Díaz,10,4604.74,46047.399999999994,399
2025-05-17,Bogotá,Azitromicina MK,Vitaminas,Sandoz,Hospital,Camila Castro,13,22656.98,294540.74,67
2025-05-17,Cartagena,Omeprazol Genfar,Analgésico,MK,Distribuidor,Camila Castro,12,5807.42,69689.04000000001,173
2025-05-17,Bucaramanga,Azitromicina MK,Antiinflamatorio,Genfar,Farmacia,Paula Díaz,10,1709.91,17099.100000000002,90
2025-05-17,Cartagena,Omeprazol Genfar,Analgésico,MK,Distribuidor,Ana Gómez,8,14197.07,113576.56,149
2025-05-17,Manizales,Loratadina Pfizer,Antibiótico,Genfar,Farmacia,Luis Martínez,2,5096.41,10192.82,203
2025-05-17,Cali,Ibuprofeno Genfar,Analgésico,Pfizer,Farmacia,Carlos Pérez,9,13394.69,120552.21,144
2025-05-17,Barranquilla,Diclofenaco Pfizer,Antigripal,Genfar,Hospital,Camila Castro,5,5911.27,29556.350000000002,223
2025-05-17,Bucaramanga,Doloran Forte,Antiinflamatorio,Pfizer,Hospital,Ana Gómez,4,5593.6,22374.4,358
2025-05-17,Bucaramanga,Diclofenaco Pfizer,Antiinflamatorio,Sandoz,Clínica,Camila Castro,9,9506.42,85557.78,183
2025-05-17,Bucaramanga,Doloran Forte,Analgésico,Sandoz,Hospital,Juan Méndez,0,2482.25,0.0,259
2025-05-17,Medellín,Ibuprofeno Genfar,Antibiótico,Sandoz,Farmacia,Sofía Ríos,21,14965.85,314282.85000000003,390
2025-05-17,Manizales,Loratadina Pfizer,Antigripal,Sandoz,Clínica,Paula Díaz,1,5059.81,5059.81,171
2025-05-17,Bucaramanga,Omeprazol Genfar,Antibiótico,Sandoz,Farmacia,Ana Gómez,0,10599.33,0.0,427
2025-05-17,Barranquilla,Omeprazol Genfar,Antiinflamatorio,MK,Clínica,Ana Gómez,1,24706.01,24706.01,441
2025-05-17,Medellín,Amoxicilina Sandoz,Analgésico,Genfar,Clínica,Juan Méndez,4,16514.19,66056.76,401
2025-05-17,Bogotá,Omeprazol Genfar,Antigripal,Pfizer,Distribuidor,Paula Díaz,1,9986.82,9986.82,98
2025-05-17,Bogotá,Omeprazol Genfar,Antibiótico,MK,Distribuidor,Laura López,3,16355.41,49066.229999999996,346
2025-05-17,Cartagena,Ibuprofeno Genfar,Analgésico,MK,Distribuidor,Laura López,1,19875.44,19875.44,163
2025-05-17,Bogotá,Loratadina Pfizer,Antigripal,Genfar,Hospital,Luis Martínez,15,15117.68,226765.2,241
2025-05-17,Bogotá,Ibuprofeno Genfar,Vitaminas,Genfar,Clínica,Paula Díaz,3,14198.1,42594.3,264
2025-05-17,Medellín,Amoxicilina Sandoz,Antibiótico,Sandoz,Distribuidor,Juan Méndez,1,3148.98,3148.98,208
2025-05-17,Bogotá,Omeprazol Genfar,Antibiótico,Sandoz,Farmacia,David Torres,15,14386.55,215798.25,425
2025-05-17,Manizales,Omeprazol Genfar,Vitaminas,Sandoz,Distribuidor,Ana Gómez,3,21915.0,65745.0,385
2025-05-17,Cali,Omeprazol Genfar,Vitaminas,Sandoz,Farmacia,Camila Castro,3,4721.64,14164.920000000002,64
2025-05-17,Barranquilla,Ibuprofeno Genfar,Analgésico,Pfizer,Distribuidor,Jorge Ruiz,9,1792.91,16136.19,152
2025-05-17,Barranquilla,Diclofenaco Pfizer,Vitaminas,Genfar,Hospital,Carlos Pérez,9,16458.58,148127.22000000003,234
2025-05-17,Bucaramanga,Doloran Forte,Vitaminas,Sandoz,Hospital,Carlos Pérez,1,9140.62,9140.62,70
2025-05-17,Cartagena,Gripadol,Analgésico,MK,Hospital,Juan Méndez,10,5214.11,52141.1,359
2025-05-17,Bucaramanga,Azitromicina MK,Vitaminas,Genfar,Farmacia,Paula Díaz,3,24180.58,72541.74,410
2025-05-17,Bucaramanga,Vitamina C MK,Vitaminas,MK,Hospital,Juan Méndez,9,12777.88,115000.92,498
2025-05-17,Medellín,Ibuprofeno Genfar,Vitaminas,Sandoz,Farmacia,Camila Castro,7,5044.21,35309.47,196
2025-05-17,Medellín,Vitamina C MK,Antibiótico,MK,Clínica,Carlos Pérez,0,23833.79,0.0,341
2025-05-17,Cartagena,Acetaminofén MK,Antiinflamatorio,Genfar,Clínica,Sofía Ríos,7,6462.8,45239.6,80
2025-05-17,Cartagena,Amoxicilina Sandoz,Antigripal,MK,Farmacia,Juan Méndez,3,22701.56,68104.68000000001,451
2025-05-17,Bucaramanga,Ibuprofeno Genfar,Antigripal,MK,Farmacia,Ana Gómez,4,14640.36,58561.44,352
2025-05-17,Medellín,Omeprazol Genfar,Antiinflamatorio,Genfar,Distribuidor,Carlos Pérez,1,22811.17,22811.17,125
2025-05-17,Bucaramanga,Omeprazol Genfar,Antigripal,Pfizer,Farmacia,Juan Méndez,7,17792.91,124550.37,249
2025-05-17,Cartagena,Gripadol,Vitaminas,Sandoz,Hospital,Camila Castro,16,4358.57,69737.12,369
2025-05-17,Cali,Ibuprofeno Genfar,Antibiótico,MK,Hospital,David Torres,3,7332.84,21998.52,280
2025-05-17,Cartagena,Doloran Forte,Antigripal,Genfar,Clínica,Sofía Ríos,8,16782.98,134263.84,55
2025-05-17,Cali,Gripadol,Antiinflamatorio,MK,Farmacia,Camila Castro,12,19112.79,229353.48,107
2025-05-17,Cali,Diclofenaco Pfizer,Vitaminas,Pfizer,Distribuidor,Camila Castro,1,2081.2,2081.2,298
2025-05-17,Manizales,Omeprazol Genfar,Antigripal,MK,Clínica,Luis Martínez,12,16791.35,201496.19999999998,330
2025-05-17,Medellín,Doloran Forte,Antigripal,Genfar,Hospital,Luis Martínez,3,24814.64,74443.92,411
2025-05-17,Cartagena,Azitromicina MK,Analgésico,Genfar,Farmacia,Luis Martínez,8,19956.74,159653.92,125
2025-05-18,Barranquilla,Amoxicilina Sandoz,Antiinflamatorio,Pfizer,Distribuidor,Jorge Ruiz,10,6303.34,63033.4,346
2025-05-18,Barranquilla,Diclofenaco Pfizer,Antibiótico,MK,Distribuidor,Paula Díaz,9,13145.23,118307.06999999999,243
2025-05-18,Bogotá,Loratadina Pfizer,Analgésico,Genfar,Distribuidor,Luis Martínez,1,10712.32,10712.32,359
2025-05-18,Cali,Ibuprofeno Genfar,Analgésico,Sandoz,Hospital,Laura López,6,7181.5,43089.0,93
2025-05-18,Bucaramanga,Doloran Forte,Antiinflamatorio,Pfizer,Hospital,Jorge Ruiz,10,1675.59,16755.899999999998,406
2025-05-18,Medellín,Diclofenaco Pfizer,Antibiótico,Genfar,Clínica,Laura López,2,8855.43,17710.86,479
2025-05-18,Barranquilla,Acetaminofén MK,Antiinflamatorio,Genfar,Clínica,Luis Martínez,8,11723.22,93785.76,305
2025-05-18,Cartagena,Ibuprofeno Genfar,Vitaminas,Genfar,Distribuidor,Luis Martínez,0,3865.74,0.0,96
2025-05-18,Manizales,Diclofenaco Pfizer,Antibiótico,Sandoz,Farmacia,Camila Castro,10,10077.81,100778.09999999999,312
2025-05-18,Medellín,Acetaminofén MK,Vitaminas,Sandoz,Distribuidor,Paula Díaz,1,13394.37,13394.37,457
2025-05-18,Manizales,Azitromicina MK,Antiinflamatorio,Pfizer,Distribuidor,Paula Díaz,2,16584.03,33168.06,347
2025-05-18,Barranquilla,Gripadol,Analgésico,MK,Farmacia,Ana Gómez,8,24657.25,197258.0,197
2025-05-18,Medellín,Omeprazol Genfar,Antiinflamatorio,Pfizer,Clínica,Paula Díaz,11,19168.89,210857.78999999998,468
2025-05-18,Bucaramanga,Acetaminofén MK,Antibiótico,Genfar,Clínica,Paula Díaz,18,14436.73,259861.13999999998,476
2025-05-18,Manizales,Loratadina Pfizer,Antiinflamatorio,MK,Clínica,Ana Gómez,10,24076.74,240767.40000000002,237
2025-05-18,Bogotá,Doloran Forte,Antibiótico,Pfizer,Clínica,Sofía Ríos,18,13871.75,249691.5,452
2025-05-18,Manizales,Loratadina Pfizer,Vitaminas,Pfizer,Clínica,Jorge Ruiz,13,15198.83,197584.79,463
2025-05-18,Medellín,Ibuprofeno Genfar,Antiinflamatorio,MK,Clínica,Jorge Ruiz,8,15792.07,126336.56,120
2025-05-18,Cali,Loratadina Pfizer,Antiinflamatorio,Sandoz,Distribuidor,Juan Méndez,1,5116.39,5116.39,235
2025-05-18,Barranquilla,Amoxicilina Sandoz,Analgésico,Genfar,Farmacia,David Torres,6,5189.7,31138.199999999997,234
2025-05-18,Bogotá,Acetaminofén MK,Antibiótico,Genfar,Farmacia,Juan Méndez,2,16620.55,33241.1,354
2025-05-18,Cali,Doloran Forte,Analgésico,Genfar,Farmacia,Sofía Ríos,8,13445.93,107567.44,345
2025-05-18,Bucaramanga,Amoxicilina Sandoz,Vitaminas,MK,Farmacia,Luis Martínez,3,21044.16,63132.479999999996,491
2025-05-18,Medellín,Acetaminofén MK,Antibiótico,Sandoz,Hospital,Camila Castro,13,22220.96,288872.48,79
2025-05-18,Barranquilla,Azitromicina MK,Vitaminas,Sandoz,Clínica,Jorge Ruiz,1,12392.51,12392.51,174
2025-05-18,Manizales,Loratadina Pfizer,Analgésico,MK,Distribuidor,Laura López,6,17056.15,102336.90000000001,314
2025-05-18,Bogotá,Loratadina Pfizer,Antiinflamatorio,Pfizer,Clínica,Carlos Pérez,14,11448.47,160278.58,447
2025-05-18,Medellín,Acetaminofén MK,Antibiótico,Pfizer,Farmacia,Luis Martínez,18,12970.35,233466.30000000002,425
2025-05-18,Bucaramanga,Vitamina C MK,Vitaminas,Sandoz,Hospital,Carlos Pérez,3,2246.09,6738.27,243
2025-05-18,Cartagena,Acetaminofén MK,Analgésico,Genfar,Clínica,Ana Gómez,6,22075.93,132455.58000000002,284
2025-05-18,Barranquilla,Azitromicina MK,Antigripal,Sandoz,Distribuidor,Sofía Ríos,10,23851.9,238519.0,382
2025-05-18,Barranquilla,Azitromicina MK,Antibiótico,Pfizer,Distribuidor,Camila Castro,3,21975.16,65925.48,399
2025-05-18,Cali,Diclofenaco Pfizer,Vitaminas,Pfizer,Clínica,Paula Díaz,11,5118.72,56305.920000000006,162
2025-05-18,Barranquilla,Diclofenaco Pfizer,Vitaminas,Genfar,Hospital,Juan Méndez,10,7606.72,76067.2,269
2025-05-18,Barranquilla,Gripadol,Analgésico,Genfar,Hospital,Jorge Ruiz,4,9344.95,37379.8,320
2025-05-18,Bogotá,Loratadina Pfizer,Vitaminas,Pfizer,Farmacia,Camila Castro,14,16403.45,229648.30000000002,393
2025-05-18,Manizales,Ibuprofeno Genfar,Antibiótico,Pfizer,Distribuidor,Camila Castro,2,10203.89,20407.78,138
2025-05-18,Bogotá,Acetaminofén MK,Antiinflamatorio,Genfar,Farmacia,Camila Castro,2,22160.38,44320.76,179
2025-05-18,Cartagena,Loratadina Pfizer,Antigripal,Genfar,Distribuidor,Paula Díaz,2,20972.16,41944.32,464
2025-05-18,Barranquilla,Vitamina C MK,Vitaminas,MK,Farmacia,David Torres,7,13650.13,95550.90999999999,334
2025-05-18,Cali,Gripadol,Antigripal,MK,Clínica,Paula Díaz,13,23218.18,301836.34,427
2025-05-18,Barranquilla,Doloran Forte,Antigripal,Pfizer,Distribuidor,Carlos Pérez,8,14641.07,117128.56,93
2025-05-18,Bogotá,Doloran Forte,Analgésico,Genfar,Clínica,David Torres,4,6533.89,26135.56,74
2025-05-18,Barranquilla,Omeprazol Genfar,Vitaminas,Sandoz,Distribuidor,Paula Díaz,5,20645.14,103225.7,251
2025-05-18,Manizales,Diclofenaco Pfizer,Antigripal,Pfizer,Distribuidor,Ana Gómez,4,2470.81,9883.24,204
2025-05-18,Medellín,Omeprazol Genfar,Antibiótico,Genfar,Clínica,Juan Méndez,4,9858.27,39433.08,214
2025-05-18,Medellín,Vitamina C MK,Antigripal,Genfar,Distribuidor,Camila Castro,2,16707.99,33415.98,87
2025-05-18,Cali,Omeprazol Genfar,Antiinflamatorio,MK,Farmacia,Luis Martínez,5,2726.62,13633.099999999999,248
2025-05-18,Bogotá,Omeprazol Genfar,Vitaminas,Pfizer,Farmacia,David Torres,8,13847.44,110779.52,95
2025-05-18,Barranquilla,Doloran Forte,Antigripal,MK,Clínica,Camila Castro,8,12215.23,97721.84,182
2025-05-18,Bogotá,Azitromicina MK,Antibiótico,MK,Clínica,Paula Díaz,11,9690.61,106596.71,226
2025-05-18,Bucaramanga,Acetaminofén MK,Vitaminas,Pfizer,Distribuidor,Laura López,7,16678.66,116750.62,267
2025-05-18,Bogotá,Doloran Forte,Vitaminas,Genfar,Farmacia,Juan Méndez,12,15906.64,190879.68,269
2025-05-18,Manizales,Acetaminofén MK,Antiinflamatorio,Pfizer,Distribuidor,Paula Díaz,2,7071.63,14143.26,360
2025-05-18,Manizales,Azitromicina MK,Vitaminas,Pfizer,Distribuidor,David Torres,7,18975.89,132831.22999999998,175
2025-05-18,Cali,Omeprazol Genfar,Antibiótico,Pfizer,Farmacia,Jorge Ruiz,12,24558.93,294707.16000000003,493
2025-05-18,Cartagena,Diclofenaco Pfizer,Antigripal,Genfar,Farmacia,Ana Gómez,1,13739.58,13739.58,223
2025-05-18,Medellín,Diclofenaco Pfizer,Analgésico,MK,Hospital,David Torres,17,6941.57,118006.69,123
2025-05-18,Bogotá,Gripadol,Vitaminas,Sandoz,Clínica,Carlos Pérez,8,3300.65,26405.2,434
2025-05-18,Bogotá,Loratadina Pfizer,Antibiótico,Genfar,Hospital,David Torres,1,8790.98,8790.98,355
2025-05-18,Cali,Azitromicina MK,Antigripal,MK,Distribuidor,Luis Martínez,3,9502.46,28507.379999999997,113
2025-05-18,Cali,Azitromicina MK,Analgésico,Pfizer,Hospital,Carlos Pérez,0,17347.14,0.0,377
2025-05-18,Manizales,Gripadol,Antibiótico,Sandoz,Hospital,Sofía Ríos,2,11458.81,22917.62,486
2025-05-18,Cartagena,Ibuprofeno Genfar,Antibiótico,Genfar,Hospital,David Torres,4,17521.91,70087.64,499
2025-05-18,Bogotá,Amoxicilina Sandoz,Antiinflamatorio,Sandoz,Hospital,Jorge Ruiz,13,22372.16,290838.08,191
2025-05-18,Cartagena,Loratadina Pfizer,Antiinflamatorio,Genfar,Clínica,Ana Gómez,4,11980.02,47920.08,117
2025-05-18,Cartagena,Loratadina Pfizer,Antigripal,Genfar,Hospital,Luis Martínez,3,21231.15,63693.450000000004,327
2025-05-18,Barranquilla,Acetaminofén MK,Antiinflamatorio,MK,Clínica,Laura López,4,3906.7,15626.8,440
2025-05-18,Bucaramanga,Amoxicilina Sandoz,Analgésico,Genfar,Farmacia,Juan Méndez,7,17565.71,122959.97,357
2025-05-18,Barranquilla,Azitromicina MK,Antigripal,MK,Hospital,Camila Castro,0,15711.51,0.0,218
2025-05-18,Bogotá,Doloran Forte,Vitaminas,Pfizer,Distribuidor,Jorge Ruiz,8,6756.53,54052.24,281
2025-05-18,Cali,Acetaminofén MK,Analgésico,Pfizer,Farmacia,David Torres,9,19854.3,178688.69999999998,405
2025-05-18,Bogotá,Acetaminofén MK,Antibiótico,Sandoz,Farmacia,Juan Méndez,14,16477.15,230680.10000000003,495
2025-05-18,Barranquilla,Diclofenaco Pfizer,Antiinflamatorio,MK,Farmacia,Camila Castro,7,5948.88,41642.16,97
2025-05-18,Manizales,Acetaminofén MK,Antigripal,MK,Farmacia,Paula Díaz,16,24609.81,393756.96,362
2025-05-18,Medellín,Ibuprofeno Genfar,Antigripal,Genfar,Hospital,Juan Méndez,6,19413.8,116482.79999999999,304
2025-05-18,Manizales,Doloran Forte,Antiinflamatorio,Genfar,Distribuidor,Carlos Pérez,8,14993.22,119945.76,50
2025-05-18,Cartagena,Omeprazol Genfar,Vitaminas,Genfar,Clínica,Luis Martínez,7,11059.64,77417.48,367
2025-05-18,Cartagena,Azitromicina MK,Analgésico,MK,Clínica,David Torres,1,8673.23,8673.23,187
2025-05-18,Bogotá,Gripadol,Antiinflamatorio,Sandoz,Distribuidor,David Torres,5,5986.21,29931.05,471
2025-05-18,Barranquilla,Doloran Forte,Vitaminas,Sandoz,Distribuidor,Carlos Pérez,1,18210.87,18210.87,471
2025-05-18,Cartagena,Ibuprofeno Genfar,Analgésico,Pfizer,Distribuidor,Carlos Pérez,10,3438.91,34389.1,60
2025-05-18,Bucaramanga,Vitamina C MK,Vitaminas,Pfizer,Clínica,Luis Martínez,4,14076.33,56305.32,460
2025-05-18,Bucaramanga,Doloran Forte,Antigripal,Pfizer,Hospital,Paula Díaz,9,18501.74,166515.66,445
2025-05-18,Manizales,Diclofenaco Pfizer,Antiinflamatorio,MK,Hospital,Sofía Ríos,6,14014.02,84084.12,69
2025-05-18,Cali,Amoxicilina Sandoz,Antibiótico,MK,Hospital,Laura López,4,10243.43,40973.72,392
2025-05-18,Medellín,Doloran Forte,Vitaminas,MK,Farmacia,Jorge Ruiz,3,9363.3,28089.899999999998,356
2025-05-18,Barranquilla,Amoxicilina Sandoz,Analgésico,Pfizer,Farmacia,Luis Martínez,2,24580.88,49161.76,291
2025-05-18,Bogotá,Azitromicina MK,Antibiótico,Pfizer,Clínica,David Torres,16,11879.63,190074.08,185
2025-05-18,Bogotá,Amoxicilina Sandoz,Antigripal,Genfar,Distribuidor,Jorge Ruiz,10,11481.2,114812.0,476
2025-05-18,Barranquilla,Doloran Forte,Antigripal,Pfizer,Distribuidor,Sofía Ríos,11,10025.22,110277.42,126
2025-05-18,Medellín,Acetaminofén MK,Analgésico,Sandoz,Clínica,Camila Castro,2,4802.15,9604.3,239
2025-05-18,Cartagena,Diclofenaco Pfizer,Vitaminas,Pfizer,Farmacia,Camila Castro,4,3732.96,14931.84,101
2025-05-18,Bucaramanga,Azitromicina MK,Antigripal,Genfar,Farmacia,Paula Díaz,3,14717.84,44153.520000000004,436
2025-05-18,Manizales,Diclofenaco Pfizer,Antigripal,Genfar,Clínica,David Torres,8,17123.03,136984.24,391
2025-05-18,Cali,Doloran Forte,Vitaminas,Genfar,Distribuidor,Sofía Ríos,2,3021.28,6042.56,156
2025-05-18,Cali,Azitromicina MK,Vitaminas,Sandoz,Clínica,Juan Méndez,11,4963.49,54598.39,195
2025-05-18,Bogotá,Gripadol,Analgésico,Pfizer,Hospital,Paula Díaz,16,3037.13,48594.08,266
2025-05-18,Bogotá,Gripadol,Vitaminas,MK,Farmacia,Jorge Ruiz,10,14394.9,143949.0,131
2025-05-18,Cartagena,Doloran Forte,Antiinflamatorio,MK,Hospital,David Torres,4,3869.83,15479.32,344
2025-05-18,Barranquilla,Doloran Forte,Antiinflamatorio,MK,Farmacia,Ana Gómez,7,24122.37,168856.59,342
2025-05-18,Bucaramanga,Omeprazol Genfar,Antigripal,MK,Farmacia,Paula Díaz,1,11641.67,11641.67,424
2025-05-18,Cali,Vitamina C MK,Analgésico,MK,Farmacia,Jorge Ruiz,18,11829.92,212938.56,321
2025-05-18,Barranquilla,Acetaminofén MK,Antibiótico,Sandoz,Farmacia,Paula Díaz,13,8531.47,110909.10999999999,211
2025-05-18,Medellín,Diclofenaco Pfizer,Antibiótico,Sandoz,Clínica,Sofía Ríos,10,1669.22,16692.2,342
2025-05-18,Cartagena,Azitromicina MK,Vitaminas,MK,Farmacia,Paula Díaz,7,5247.67,36733.69,450
2025-05-18,Barranquilla,Loratadina Pfizer,Antibiótico,MK,Hospital,Paula Díaz,8,13209.04,105672.32,496
2025-05-18,Cali,Doloran Forte,Vitaminas,MK,Hospital,Ana Gómez,20,4150.83,83016.6,140
2025-05-18,Cali,Diclofenaco Pfizer,Analgésico,Pfizer,Hospital,Camila Castro,2,8827.98,17655.96,186
2025-05-18,Manizales,Amoxicilina Sandoz,Antigripal,Pfizer,Clínica,Ana Gómez,1,10077.36,10077.36,407
2025-05-18,Medellín,Omeprazol Genfar,Antigripal,Genfar,Distribuidor,Sofía Ríos,6,3385.78,20314.68,402
2025-05-18,Cali,Omeprazol Genfar,Analgésico,Sandoz,Hospital,Luis Martínez,3,24402.04,73206.12,240
2025-05-18,Manizales,Doloran Forte,Antiinflamatorio,Sandoz,Hospital,Juan Méndez,10,13952.12,139521.2,224
2025-05-18,Manizales,Ibuprofeno Genfar,Antibiótico,Sandoz,Farmacia,Paula Díaz,13,2433.43,31634.589999999997,416
2025-05-18,Manizales,Azitromicina MK,Antigripal,Pfizer,Distribuidor,Paula Díaz,7,21306.94,149148.58,229
2025-05-18,Bogotá,Vitamina C MK,Antigripal,MK,Farmacia,David Torres,3,11265.02,33795.06,344
2025-05-18,Cartagena,Amoxicilina Sandoz,Antigripal,Pfizer,Farmacia,Laura López,12,4012.22,48146.64,339
2025-05-18,Manizales,Diclofenaco Pfizer,Antigripal,Pfizer,Farmacia,David Torres,12,15225.2,182702.40000000002,130
2025-05-18,Medellín,Loratadina Pfizer,Antiinflamatorio,Sandoz,Farmacia,David Torres,3,23329.7,69989.1,123
2025-05-18,Bogotá,Azitromicina MK,Antigripal,Pfizer,Distribuidor,Carlos Pérez,11,9311.68,102428.48000000001,86
2025-05-18,Bogotá,Vitamina C MK,Antibiótico,MK,Distribuidor,Camila Castro,17,19119.74,325035.58,471
2025-05-18,Cali,Omeprazol Genfar,Analgésico,Sandoz,Hospital,David Torres,4,23933.55,95734.2,498
2025-05-18,Cartagena,Ibuprofeno Genfar,Vitaminas,Sandoz,Distribuidor,Laura López,3,18507.72,55523.16,338
2025-05-18,Medellín,Omeprazol Genfar,Vitaminas,Genfar,Farmacia,Paula Díaz,8,23708.02,189664.16,258
2025-05-18,Cartagena,Doloran Forte,Analgésico,Pfizer,Distribuidor,Paula Díaz,8,22746.73,181973.84,263
2025-05-18,Medellín,Ibuprofeno Genfar,Antiinflamatorio,Sandoz,Farmacia,Camila Castro,15,12795.13,191926.94999999998,418
2025-05-19,Barranquilla,Loratadina Pfizer,Antiinflamatorio,Pfizer,Farmacia,Juan Méndez,8,21477.87,171822.96,397
2025-05-19,Cartagena,Azitromicina MK,Antigripal,Sandoz,Hospital,Paula Díaz,6,4647.03,27882.18,193
2025-05-19,Bucaramanga,Amoxicilina Sandoz,Antiinflamatorio,MK,Distribuidor,Carlos Pérez,10,24462.25,244622.5,425
2025-05-19,Bogotá,Omeprazol Genfar,Antigripal,Genfar,Farmacia,Sofía Ríos,8,23146.34,185170.72,439
